ID,y
1000,86.00
1001,110.99
1002,88.04
1003,109.93
1004,89.65
1008,108.81
1009,89.90
1010,102.55
1012,117.81
1013,89.06
1014,111.56
1015,94.77
1016,114.00
1019,93.05
1020,109.63
1021,94.18
1022,96.79
1024,94.19
1025,72.49
1027,96.08
1028,102.94
1029,93.96
1030,90.13
1033,111.75
1036,88.43
1037,112.43
1038,89.44
1042,94.48
1043,95.34
1044,93.38
1045,110.37
1047,116.62
1050,94.45
1051,110.19
1054,94.25
1056,94.20
1057,94.20
1059,93.53
1062,95.47
1063,96.05
1064,94.23
1066,92.85
1070,102.12
1076,109.90
1077,97.42
1078,111.34
1080,114.13
1082,115.17
1083,95.75
1089,102.44
1091,98.10
1093,95.58
1097,94.78
1099,96.13
1101,95.56
1103,100.77
1104,111.48
1106,117.53
1109,92.10
1110,113.37
1111,88.65
1112,109.54
1114,95.92
1116,92.86
1117,111.92
1120,93.42
1124,112.64
1125,92.33
1126,113.43
1134,114.85
1137,93.32
1138,113.96
1144,112.71
1145,95.67
1146,90.96
1148,103.04
1150,93.07
1152,105.92
1153,93.29
1154,104.45
1155,95.40
1157,95.35
1162,96.25
1165,112.55
1166,93.03
1167,99.25
1168,96.74
1169,99.29
1171,116.21
1172,96.63
1173,99.31
1174,96.44
1176,95.44
1177,103.64
1178,95.16
1182,111.74
1186,95.61
1187,116.76
1188,95.69
1189,117.82
1191,107.47
1192,95.08
1197,116.31
1198,90.35
1200,80.42
1201,98.57
1203,96.50
1209,116.03
1214,101.35
1218,112.27
1222,94.04
1226,95.68
1228,95.34
1230,91.70
1232,79.75
1233,101.22
1236,118.28
1238,95.31
1241,112.89
1244,109.20
1246,94.57
1247,117.00
1250,111.46
1251,96.42
1254,112.75
1255,95.40
1256,112.81
1257,90.73
1258,92.56
1259,113.31
1260,96.87
1263,112.15
1267,78.25
1268,109.02
1271,95.29
1272,111.13
1274,101.70
1275,96.50
1276,111.97
1277,91.80
1279,91.41
1281,92.64
1282,96.06
1283,117.05
1285,110.85
1286,93.24
1289,113.14
1296,118.34
1299,93.05
1301,93.19
1306,95.34
1307,96.07
1308,91.49
1313,112.03
1314,97.26
1315,113.74
1316,93.31
1317,111.90
1319,92.47
1323,95.47
1324,102.96
1325,95.57
1328,96.87
1329,95.59
1330,113.72
1331,92.89
1332,102.78
1337,96.07
1338,115.92
1339,93.72
1340,115.41
1343,111.71
1347,100.91
1348,92.60
1349,105.85
1352,91.10
1354,95.87
1359,110.50
1360,95.50
1363,111.52
1364,96.28
1365,104.10
1366,93.60
1372,94.84
1375,101.88
1376,94.05
1378,90.56
1379,116.10
1380,96.03
1381,99.42
1384,113.76
1387,92.83
1388,113.22
1392,76.82
1394,105.51
1395,95.18
1396,112.09
1398,93.72
1399,112.10
1400,93.09
1401,94.63
1403,96.04
1404,117.82
1406,112.13
1407,94.43
1408,111.68
1410,78.25
1412,112.25
1413,95.60
1415,98.21
1420,111.73
1422,111.71
1423,109.48
1424,111.74
1425,94.53
1426,78.31
1427,96.06
1429,91.27
1430,113.13
1431,95.45
1432,102.07
1434,111.06
1437,95.94
1438,104.54
1440,113.44
1441,115.59
1442,94.83
1444,112.21
1445,97.36
1446,104.30
1448,96.05
1453,92.26
1454,112.41
1455,94.77
1456,112.17
1458,112.43
1459,92.85
1461,90.86
1465,93.15
1466,109.79
1469,95.49
1472,92.29
1474,97.43
1477,114.87
1479,108.96
1482,92.34
1483,75.71
1487,97.21
1488,114.85
1490,112.80
1492,112.91
1494,118.04
1496,103.89
1497,94.96
1499,95.93
1502,94.44
1507,112.59
1508,91.68
1509,109.51
1511,92.24
1512,117.38
1513,113.68
1514,102.70
1518,113.10
1519,91.63
1522,112.66
1524,80.56
1527,95.02
1529,94.12
1532,104.04
1536,113.98
1537,116.44
1539,106.54
1542,115.26
1543,93.77
1544,101.80
1545,74.88
1550,94.19
1551,108.96
1554,105.29
1556,105.87
1559,91.27
1560,78.23
1562,94.69
1566,92.25
1567,113.38
1569,102.01
1570,110.16
1571,113.09
1574,91.92
1578,105.70
1580,93.98
1583,114.57
1584,91.96
1585,113.83
1586,98.05
1587,112.00
1588,91.17
1590,113.69
1592,102.64
1596,117.39
1598,112.58
1599,94.19
1604,112.33
1606,100.18
1607,96.26
1608,102.21
1609,116.39
1611,99.28
1613,97.47
1616,97.34
1619,112.39
1620,92.13
1621,112.15
1622,93.73
1625,108.38
1627,116.45
1629,111.96
1634,93.18
1636,96.40
1638,102.97
1639,95.46
1641,95.93
1643,94.89
1644,101.25
1645,118.71
1646,91.29
1647,106.56
1648,95.26
1652,94.26
1653,114.05
1656,91.58
1658,94.17
1659,113.75
1661,89.10
1663,96.46
1664,112.69
1665,93.74
1666,106.32
1667,99.13
1668,80.36
1669,103.05
1670,95.61
1672,113.48
1674,113.27
1677,115.15
1678,96.11
1679,113.60
1680,93.38
1683,102.95
1686,103.37
1687,113.11
1689,115.20
1690,95.30
1691,116.53
1692,113.41
1693,92.38
1695,95.41
1696,93.06
1697,113.99
1700,106.46
1701,97.74
1702,112.54
1703,93.60
1704,114.38
1706,102.15
1707,113.45
1708,97.31
1710,96.36
1711,104.24
1713,103.93
1717,102.64
1719,106.01
1720,93.28
1722,93.83
1725,105.13
1726,96.99
1727,104.43
1729,112.85
1730,96.15
1731,111.49
1733,106.60
1734,96.36
1735,112.55
1738,97.95
1742,93.11
1745,113.49
1747,97.94
1749,99.35
1751,98.32
1752,81.28
1753,102.82
1754,96.97
1755,98.23
1756,107.17
1758,123.35
1759,94.47
1760,109.80
1761,115.72
1762,92.33
1763,111.46
1764,91.96
1766,94.37
1768,98.02
1769,77.66
1771,111.04
1772,95.17
1773,104.86
1774,90.79
1775,116.42
1777,113.57
1779,94.38
1780,107.69
1787,94.04
1788,94.47
1790,96.93
1796,113.61
1801,91.06
1803,94.64
1807,113.91
1809,115.94
1812,97.01
1813,115.35
1814,96.21
1815,114.97
1816,99.34
1818,95.66
1820,94.77
1821,119.72
1822,97.15
1825,95.39
1826,104.67
1828,97.52
1831,100.34
1836,117.74
1837,96.15
1841,98.14
1844,103.50
1848,92.51
1851,107.45
1852,99.55
1853,96.52
1854,112.30
1856,97.98
1859,116.01
1860,96.68
1861,77.15
1863,105.08
1865,99.47
1866,108.10
1867,95.79
1868,93.92
1872,100.88
1879,95.08
1880,102.90
1882,96.60
1885,103.37
1887,104.40
1888,93.00
1890,116.11
1894,99.02
1895,102.77
1896,96.19
1897,113.06
1900,115.09
1901,92.67
1902,114.71
1905,97.64
1906,107.60
1912,104.13
1915,97.47
1916,106.28
1917,94.55
1918,103.91
1920,80.18
1923,94.74
1924,105.23
1925,96.72
1930,116.80
1932,114.30
1933,92.65
1934,114.21
1935,91.63
1940,80.25
1941,94.88
1942,115.19
1943,93.42
1944,94.04
1945,112.39
1948,117.98
1949,95.92
1952,95.90
1954,92.36
1955,113.95
1958,88.96
1959,80.62
1960,112.27
1963,96.81
1965,93.66
1968,104.25
1969,98.85
1971,97.05
1972,113.03
1973,93.16
1975,94.65
1977,89.61
1978,99.96
1979,113.69
1981,94.52
1982,112.45
1987,114.49
1988,93.15
1993,92.67
1997,93.66
1999,96.54
2001,98.35
2002,117.42
2003,98.59
2004,80.99
2006,112.91
2007,92.47
2009,110.97
2010,93.68
2013,97.72
2018,80.96
2022,114.90
2024,111.57
2025,96.87
2026,107.48
2030,110.61
2031,94.73
2032,103.68
2033,95.89
2035,96.72
2036,115.31
2037,96.09
2040,98.30
2043,119.07
2044,110.09
2046,100.89
2054,117.31
2055,98.30
2056,108.74
2059,91.09
2060,92.68
2062,88.99
2063,112.48
2066,99.33
2067,114.76
2072,98.65
2073,115.56
2074,93.80
2075,114.55
2076,92.70
2080,99.56
2082,92.64
2085,112.13
2087,116.48
2091,112.38
2092,97.93
2093,108.88
2098,100.79
2101,112.85
2102,95.52
2103,80.81
2105,109.03
2106,92.92
2107,118.95
2110,97.81
2114,93.82
2115,114.85
2117,80.03
2118,93.26
2119,102.87
2120,96.28
2122,92.61
2123,113.15
2126,95.01
2127,104.07
2128,97.49
2129,112.13
2132,102.84
2135,105.31
2138,95.49
2139,117.21
2141,107.17
2142,93.13
2146,97.30
2151,113.27
2157,102.47
2159,119.72
2162,93.57
2164,116.22
2167,90.03
2168,114.53
2171,93.05
2173,98.51
2174,107.25
2175,97.10
2178,94.18
2180,99.22
2185,115.24
2189,92.61
2190,116.36
2192,101.69
2194,120.60
2200,115.63
2201,98.28
2203,116.75
2204,98.11
2205,113.55
2209,113.23
2213,104.86
2214,94.52
2215,115.44
2216,97.40
2218,93.44
2219,102.60
2220,96.18
2222,91.84
2223,113.49
2225,117.84
2226,99.27
2230,92.13
2233,114.99
2234,112.17
2235,98.00
2236,83.14
2237,98.15
2240,120.61
2241,94.80
2248,109.03
2249,88.79
2250,114.62
2252,112.93
2253,100.18
2254,111.23
2256,81.51
2258,92.20
2259,119.60
2262,100.45
2265,95.88
2266,106.05
2269,96.35
2271,97.42
2273,96.25
2274,114.32
2275,98.28
2277,96.97
2279,97.84
2280,81.01
2282,98.83
2283,102.34
2288,92.41
2289,108.88
2291,95.87
2292,118.97
2297,95.82
2298,105.81
2299,94.00
2300,113.91
2301,92.28
2304,98.06
2305,105.11
2306,100.28
2308,93.74
2309,113.96
2311,95.98
2312,106.25
2316,99.64
2321,104.98
2322,119.01
2325,104.42
2326,94.50
2329,118.84
2330,95.73
2331,105.59
2332,116.36
2333,100.18
2334,102.75
2335,112.18
2337,117.27
2338,92.82
2340,116.36
2342,93.27
2345,95.20
2349,101.41
2351,79.16
2352,96.08
2354,113.92
2355,117.61
2357,117.45
2358,94.96
2360,92.31
2361,113.89
2364,96.14
2366,97.83
2369,110.06
2370,97.37
2371,115.16
2373,120.98
2374,92.91
2376,114.63
2378,112.96
2382,96.10
2383,93.52
2386,99.99
2387,96.06
2389,98.60
2390,109.32
2392,93.00
2398,116.38
2399,96.71
2400,97.94
2401,115.24
2402,95.62
2404,96.55
2407,118.55
2408,116.94
2409,116.57
2412,79.98
2413,95.39
2415,95.29
2420,112.37
2422,92.21
2423,101.53
2426,95.85
2432,97.19
2434,92.49
2435,100.70
2436,113.52
2438,108.81
2440,115.25
2443,93.38
2444,93.83
2447,108.31
2450,100.17
2454,96.02
2455,115.16
2459,99.69
2460,114.82
2463,91.25
2465,93.78
2468,82.37
2469,98.54
2474,98.98
2478,92.16
2480,96.36
2481,120.65
2489,98.03
2490,111.37
2492,90.48
2496,99.55
2497,116.30
2500,96.06
2505,98.42
2507,91.63
2508,113.22
2509,99.40
2510,77.67
2513,93.64
2515,97.93
2518,93.00
2519,111.80
2520,92.99
2521,116.32
2523,116.80
2525,97.36
2529,112.04
2530,99.04
2533,110.89
2535,99.53
2538,101.47
2544,114.05
2553,111.47
2556,90.05
2558,93.94
2559,118.42
2560,94.52
2561,110.85
2562,94.80
2563,112.54
2564,93.19
2565,114.57
2567,105.90
2572,93.96
2575,95.95
2576,116.37
2577,86.14
2578,87.21
2579,109.91
2580,89.07
2582,119.44
2583,96.23
2587,92.02
2589,111.34
2590,98.01
2591,112.05
2594,93.56
2597,97.66
2598,103.21
2599,94.88
2600,103.95
2602,104.59
2603,93.83
2604,110.22
2606,115.55
2607,80.45
2608,97.89
2613,112.90
2614,95.59
2615,113.26
2617,115.72
2620,92.44
2623,118.84
2624,92.90
2627,112.90
2629,80.36
2630,97.93
2632,94.88
2636,94.51
2639,97.51
2640,105.48
2642,112.05
2644,104.03
2646,111.08
2647,96.59
2649,93.46
2650,111.21
2652,104.45
2653,100.84
2655,110.85
2657,115.52
2659,114.09
2662,93.44
2663,119.73
2664,94.96
2665,104.37
2670,92.07
2671,102.18
2672,92.15
2675,104.36
2677,111.98
2679,116.14
2683,114.03
2684,96.14
2685,90.55
2688,104.16
2689,90.81
2690,99.04
2693,98.59
2694,112.96
2697,105.48
2699,92.55
2703,92.88
2705,101.58
2709,73.71
2710,89.28
2711,116.68
2712,89.94
2713,97.83
2714,117.10
2715,89.86
2717,91.19
2718,108.86
2720,109.64
2721,93.61
2726,95.26
2728,93.82
2731,100.44
2732,113.04
2734,93.58
2736,100.89
2737,95.13
2738,100.79
2739,115.39
2746,90.90
2749,100.63
2751,119.34
2752,98.49
2753,91.96
2757,111.09
2758,93.86
2759,112.83
2760,96.48
2762,111.37
2764,92.32
2765,109.10
2769,114.58
2771,111.47
2774,93.59
2776,88.89
2777,116.48
2778,90.48
2779,113.66
2782,88.96
2784,94.96
2787,95.53
2789,91.06
2792,91.25
2798,100.02
2799,101.40
2800,88.82
2801,80.50
2802,90.69
2804,96.52
2807,105.95
2808,95.21
2809,119.61
2811,116.15
2812,97.84
2814,90.42
2816,93.44
2817,115.39
2818,112.72
2820,114.33
2821,74.86
2822,95.48
2823,101.93
2824,92.68
2826,90.54
2829,86.67
2834,92.61
2835,73.95
2838,96.10
2839,110.79
2840,92.72
2841,113.40
2842,97.96
2846,117.01
2848,95.71
2849,90.18
2850,116.58
2851,93.04
2853,90.92
2854,112.06
2858,120.00
2861,89.61
2864,88.63
2865,118.99
2866,107.97
2867,91.53
2868,114.10
2870,112.90
2877,95.12
2878,112.91
2880,112.10
2882,78.10
2883,96.64
2884,101.76
2885,92.33
2887,96.24
2888,106.96
2889,93.15
2890,103.26
2891,93.95
2892,116.08
2893,93.79
2898,115.05
2899,88.67
2900,114.49
2901,96.70
2909,94.62
2910,112.25
2911,112.00
2913,113.33
2914,100.93
2918,93.16
2919,113.35
2920,96.69
2921,112.91
2922,93.02
2923,101.71
2925,114.70
2926,93.22
2927,112.97
2929,113.84
2933,95.29
2934,116.20
2936,108.01
2941,96.35
2942,93.60
2943,113.90
2945,101.80
2950,93.50
2951,111.74
2953,119.04
2954,95.56
2955,104.29
2956,98.89
2960,96.44
2962,91.67
2963,117.08
2964,104.74
2966,79.48
2967,95.92
2968,118.51
2969,93.21
2971,98.42
2972,96.45
2974,93.45
2975,115.75
2977,119.20
2980,116.43
2981,96.26
2983,96.53
2984,112.14
2985,119.67
2986,109.74
2987,96.45
2989,92.80
2990,112.53
2991,93.08
2992,78.84
2995,105.68
2996,104.57
3002,111.75
3004,118.19
3005,116.65
3006,95.30
3010,95.54
3011,99.27
3014,94.26
3015,94.00
3016,95.76
3017,114.76
3018,95.06
3021,102.70
3024,104.13
3028,92.91
3030,90.82
3032,94.54
3039,94.33
3040,105.06
3041,96.71
3043,96.95
3044,113.18
3046,115.21
3055,94.60
3056,116.94
3058,95.31
3059,110.90
3061,118.11
3063,103.37
3066,94.36
3067,104.13
3068,79.94
3069,93.75
3072,116.51
3073,115.16
3074,93.37
3077,93.80
3082,96.75
3084,105.34
3085,119.41
3088,105.07
3091,96.99
3092,113.95
3093,94.49
3094,101.79
3096,114.76
3097,94.51
3098,78.93
3102,116.61
3106,96.17
3109,93.59
3111,92.85
3112,116.65
3113,94.85
3115,97.42
3116,112.05
3117,97.91
3121,116.12
3122,93.98
3123,95.21
3124,110.31
3125,95.76
3126,101.46
3127,117.07
3129,92.46
3130,111.57
3132,106.65
3134,106.70
3135,94.05
3137,76.51
3138,97.88
3140,78.57
3144,115.46
3145,92.95
3146,113.59
3147,95.12
3148,104.11
3149,103.52
3150,113.06
3151,91.85
3152,93.02
3155,100.39
3156,116.71
3159,91.86
3161,94.78
3162,107.67
3163,93.80
3165,101.95
3172,93.35
3173,110.64
3176,91.81
3177,102.74
3179,114.96
3183,92.76
3186,95.04
3187,104.95
3189,114.98
3190,95.08
3192,117.07
3193,93.35
3194,118.16
3197,93.39
3198,95.11
3200,96.93
3201,117.21
3202,95.11
3204,97.36
3205,92.88
3206,118.64
3208,103.28
3210,103.35
3211,92.28
3212,118.11
3213,93.53
3214,113.06
3216,104.62
3219,93.98
3220,111.39
3221,94.64
3226,110.10
3227,95.61
3228,115.85
3229,92.04
3232,80.36
3233,94.40
3234,91.01
3236,98.54
3238,112.97
3239,115.37
3240,92.69
3247,111.75
3249,103.09
3252,117.69
3253,97.05
3254,104.13
3255,92.60
3256,112.14
3257,93.65
3262,97.32
3263,105.19
3264,98.08
3266,112.98
3267,91.18
3269,101.79
3272,119.68
3274,93.39
3275,107.05
3277,95.20
3279,96.64
3280,105.73
3283,96.92
3285,97.25
3287,76.17
3288,104.13
3290,110.75
3291,95.65
3298,112.96
3299,94.96
3302,106.92
3303,91.68
3304,107.68
3307,92.72
3309,95.86
3314,78.97
3316,114.11
3317,95.78
3319,96.82
3320,115.77
3321,94.80
3322,101.91
3324,91.42
3326,88.78
3329,114.33
3330,93.53
3331,114.26
3335,117.44
3337,95.02
3338,108.07
3339,96.53
3340,114.90
3341,94.45
3343,99.88
3346,95.58
3348,97.36
3351,104.49
3352,119.92
3355,93.72
3356,116.17
3358,109.17
3359,103.60
3360,107.63
3371,119.06
3372,95.84
3374,96.25
3377,112.17
3378,93.64
3380,105.10
3382,97.84
3386,95.08
3389,118.48
3391,103.05
3393,97.70
3394,104.17
3395,94.83
3397,114.63
3398,95.25
3399,76.65
3400,98.12
3404,104.54
3407,113.57
3409,102.94
3419,96.49
3421,94.53
3425,97.78
3427,74.23
3428,120.05
3429,115.19
3431,95.59
3435,96.20
3436,115.24
3439,95.08
3441,88.74
3442,120.05
3443,97.67
3444,102.19
3445,92.84
3446,113.53
3449,91.05
3453,94.34
3457,91.12
3460,104.04
3461,97.22
3462,92.50
3464,103.73
3465,78.79
3466,96.31
3467,104.53
3468,96.43
3469,105.54
3470,102.33
3472,113.78
3473,92.71
3475,96.86
3476,113.02
3478,108.02
3479,98.02
3483,95.50
3484,104.19
3485,94.53
3487,98.53
3488,113.00
3496,113.60
3497,93.58
3499,97.21
3500,76.73
3501,96.11
3504,94.78
3508,107.71
3511,93.87
3512,117.29
3515,95.47
3517,93.89
3518,101.58
3526,112.58
3528,115.13
3529,95.06
3530,113.97
3531,97.78
3532,115.15
3533,97.20
3534,94.61
3535,76.73
3536,96.66
3537,113.05
3538,95.31
3539,111.14
3540,103.99
3545,113.08
3546,92.58
3550,100.91
3551,93.35
3553,97.16
3554,104.04
3557,96.93
3558,115.74
3559,91.04
3561,96.22
3562,114.63
3563,92.69
3564,104.49
3565,92.84
3567,93.39
3571,104.49
3572,96.33
3574,97.60
3576,95.78
3577,112.06
3578,95.95
3579,95.09
3583,88.23
3585,93.94
3586,107.01
3587,114.08
3593,93.76
3594,115.99
3595,94.64
3599,98.19
3600,104.92
3601,113.78
3602,91.04
3604,95.60
3609,118.84
3610,112.95
3612,112.98
3614,122.34
3615,97.33
3617,97.87
3618,113.67
3619,113.52
3620,113.55
3621,96.13
3625,96.96
3626,102.45
3630,102.87
3631,94.94
3632,112.04
3633,95.74
3634,114.91
3637,93.27
3639,92.97
3640,116.75
3641,96.50
3644,115.67
3645,95.20
3646,92.90
3647,97.86
3648,114.18
3653,114.10
3654,96.83
3655,118.89
3659,102.91
3660,98.02
3662,113.69
3666,96.43
3668,94.83
3671,94.79
3673,95.59
3674,112.77
3675,95.52
3681,92.86
3682,114.75
3686,112.36
3687,92.64
3692,73.84
3695,116.62
3696,98.78
3699,115.65
3705,112.27
3707,80.46
3708,94.84
3709,114.42
3710,95.39
3712,93.88
3715,114.58
3716,94.55
3720,114.31
3722,80.46
3726,98.23
3728,94.68
3729,117.33
3731,103.37
3735,116.50
3736,93.68
3739,99.42
3741,111.17
3743,103.52
3744,94.89
3745,115.47
3746,94.03
3751,93.62
3753,93.36
3760,112.20
3761,90.17
3762,115.14
3763,95.44
3765,90.74
3768,114.45
3769,94.44
3770,106.88
3773,111.73
3774,96.41
3776,94.54
3778,92.05
3779,112.81
3780,91.15
3781,114.41
3782,94.53
3783,112.83
3784,90.39
3786,97.18
3789,108.54
3790,93.94
3793,114.14
3795,112.62
3797,94.93
3798,119.00
3800,113.32
3804,97.20
3810,98.99
3815,114.53
3816,97.20
3818,102.38
3824,112.73
3828,100.29
3830,111.26
3831,94.72
3832,78.06
3834,113.33
3835,95.16
3836,110.97
3838,96.53
3839,117.42
3840,115.69
3845,91.56
3846,113.04
3847,92.83
3849,76.50
3853,112.58
3855,106.55
3856,96.72
3864,75.91
3865,94.55
3866,115.42
3867,92.45
3868,113.32
3869,96.02
3871,96.84
3875,103.46
3876,93.50
3878,91.83
3879,113.79
3881,113.32
3883,110.69
3884,92.70
3886,113.22
3890,91.61
3893,93.29
3897,108.40
3901,93.63
3902,112.73
3913,113.46
3914,96.81
3916,91.83
3917,110.31
3924,104.21
3925,93.67
3928,95.10
3929,111.91
3932,87.39
3933,103.99
3934,77.16
3935,89.13
3936,92.85
3937,113.10
3938,96.43
3939,111.03
3943,94.18
3944,112.82
3945,112.67
3946,98.39
3947,114.79
3948,95.26
3949,112.57
3950,89.85
3951,113.66
3952,91.49
3953,115.70
3961,118.68
3962,95.01
3966,93.44
3967,102.51
3968,96.74
3969,113.23
3970,96.05
3971,108.18
3973,90.99
3974,112.60
3975,113.64
3977,92.68
3979,113.28
3985,94.96
3986,104.70
3988,110.58
3991,95.62
3992,104.38
3993,90.74
3994,96.16
3995,114.03
4005,112.93
4007,94.20
4008,102.96
4009,87.99
4010,95.94
4011,79.20
4012,90.74
4013,105.02
4015,112.16
4016,112.64
4018,112.95
4025,92.99
4026,114.07
4028,115.55
4029,96.98
4031,90.02
4032,113.27
4033,92.11
4034,106.62
4037,92.44
4038,102.17
4039,94.59
4041,95.28
4042,112.22
4043,96.19
4044,103.99
4045,90.52
4046,114.95
4047,94.44
4048,104.57
4049,94.94
4051,92.52
4052,114.10
4058,103.05
4062,110.24
4064,112.45
4067,93.65
4068,77.25
4070,93.73
4072,115.51
4074,116.42
4075,88.88
4076,114.83
4077,96.74
4078,114.52
4080,103.99
4082,110.26
4085,92.73
4086,113.19
4088,114.07
4089,92.64
4092,76.60
4094,92.45
4095,114.82
4096,89.07
4097,101.67
4102,92.85
4105,108.14
4107,113.74
4111,94.32
4112,100.86
4113,95.62
4114,116.89
4115,93.97
4116,112.65
4117,95.23
4118,95.64
4119,112.05
4120,96.31
4122,79.73
4125,95.27
4126,115.90
